gas,brake,steer,clutch,force feedback,timestamp
0.0,1.0,0.0,0.0,0.00016607085126452148,1650015181852
0.0,1.0,0.0,0.0,0.00014916365034878254,1650015181864
0.0,1.0,0.0,0.0,0.00016973093443084508,1650015181876
0.0,1.0,0.0,0.0,0.00043221813393756747,1650015181888
0.0,1.0,0.0,0.0,0.00038340972969308496,1650015181899
0.0,1.0,0.0,0.0,0.0001747431088006124,1650015181917
0.0,1.0,0.0,0.0,8.927720045903698e-05,1650015181929
0.0,1.0,0.0,0.0,0.00020879969815723598,1650015181941
0.0,1.0,0.0,0.0,0.00022405180789064616,1650015181952
0.0,1.0,0.0,0.0,8.409161819145083e-05,1650015181964
0.0,1.0,0.0,0.0,0.00037828346830792725,1650015181976
0.0,1.0,0.0,0.0,3.424007081775926e-05,1650015181988
0.0,1.0,0.0,0.0,0.0001720504224067554,1650015182000
0.0,1.0,0.0,0.0,0.0001316863636020571,1650015182011
0.0,1.0,0.0,0.0,1.424880480271895e-07,1650015182023
0.0,1.0,0.0,0.0,0.00020640000002458692,1650015182035
0.0,1.0,0.0,0.0,0.0003231692826375365,1650015182047
0.0,1.0,0.0,0.0,0.0003185893874615431,1650015182065
0.0,1.0,0.0,0.0,0.0003517189179547131,1650015182076
0.0,1.0,0.0,0.0,0.0003594522422645241,1650015182088
0.0,1.0,0.0,0.0,0.00010515248868614435,1650015182100
0.0,1.0,0.0,0.0,2.563311682024505e-05,1650015182112
0.0,1.0,0.0,0.0,0.0002175269473809749,1650015182124
0.0,1.0,0.0,0.0,6.648195267189294e-05,1650015182135
0.0,1.0,0.0,0.0,0.00023126463929656893,1650015182147
0.0,1.0,0.0,0.0,0.00022913521388545632,1650015182159
0.0,1.0,0.0,0.0,4.9545837100595236e-05,1650015182171
0.0,1.0,0.0,0.0,2.1203721189522184e-05,1650015182183
0.0,1.0,0.0,0.0,0.00018256525800097734,1650015182194
0.0,1.0,0.0,0.0,6.369364564307034e-05,1650015182206
0.0,1.0,0.0,0.0,1.685622009972576e-05,1650015182224
0.0,1.0,0.0,0.0,7.458849722752348e-05,1650015182235
0.0,1.0,0.0,0.0,2.8170752557343803e-05,1650015182247
0.0,1.0,0.0,0.0,0.0002745702804531902,1650015182259
0.0,1.0,0.0,0.0,2.3741811673971824e-05,1650015182270
0.0,1.0,0.0,0.0,5.317570685292594e-05,1650015182282
0.0,1.0,0.0,0.0,3.4472133847884834e-05,1650015182294
0.0,1.0,0.0,0.0,0.00018316550995223224,1650015182306
0.0,1.0,0.0,0.0,9.48551605688408e-05,1650015182318
0.0,1.0,0.0,0.0,8.094611075648572e-06,1650015182329
0.0,1.0,0.0,0.0,1.555944209030713e-06,1650015182341
0.0,1.0,0.0,0.0,0.00014702703629154712,1650015182353
0.0,1.0,0.0,0.0,7.449278200510889e-05,1650015182365
0.0,1.0,0.0,0.0,0.00012812054774258286,1650015182382
0.0,1.0,0.0,0.0,5.077547484688694e-06,1650015182394
0.0,1.0,0.0,0.0,5.070273982710205e-05,1650015182406
0.0,1.0,0.0,0.0,0.00023172299552243203,1650015182418
0.0,1.0,0.0,0.0,0.00029739912133663893,1650015182430
0.0,1.0,0.0,0.0,0.0002451193577144295,1650015182442
0.0,1.0,0.0,0.0,9.978691377909854e-05,1650015182453
0.0,1.0,0.0,0.0,8.825804980006069e-05,1650015182465
0.0,1.0,0.0,0.0,7.556805212516338e-05,1650015182477
0.0,1.0,0.0,0.0,1.4652662684966344e-05,1650015182488
0.0,1.0,0.0,0.0,2.6271049136994407e-05,1650015182500
0.0,1.0,0.0,0.0,3.062059840885922e-05,1650015182512
0.0,1.0,0.0,0.0,0.00018373368948232383,1650015182524
0.0,1.0,0.0,0.0,0.00030026250169612467,1650015182542
0.0,1.0,0.0,0.0,0.00026655805413611233,1650015182553
0.0,1.0,0.0,0.0,6.324240757749067e-07,1650015182565
0.0,1.0,0.0,0.0,8.746535604586825e-05,1650015182576
0.0,1.0,0.0,0.0,0.0002261172339785844,1650015182588
0.0,1.0,0.0,0.0,0.00015438398986589164,1650015182600
0.0,1.0,0.0,0.0,0.00021312927128747106,1650015182612
0.0,1.0,0.0,0.0,2.5193101464537904e-05,1650015182624
0.0,1.0,0.0,0.0,0.00011427273420849815,1650015182635
0.0,1.0,0.0,0.0,0.00018537568394094706,1650015182647
0.0,1.0,0.0,0.0,0.00010993790783686563,1650015182659
0.0,1.0,0.0,0.0,0.00034815067192539573,1650015182671
0.0,1.0,0.0,0.0,1.2058847460139077e-05,1650015182689
0.0,1.0,0.0,0.0,0.00015046987391542643,1650015182700
0.0,1.0,0.0,0.0,0.00018165937217418104,1650015182712
0.0,1.0,0.0,0.0,1.4420313164009713e-05,1650015182724
0.0,1.0,0.0,0.0,5.307676110533066e-05,1650015182736
0.0,1.0,0.0,0.0,0.00037443614564836025,1650015182748
0.0,1.0,0.0,0.0,0.0004302416054997593,1650015182759
0.0,1.0,0.0,0.0,1.7074176867026836e-05,1650015182771
0.0,1.0,0.0,0.0,7.507753616664559e-05,1650015182783
0.0,1.0,0.0,0.0,7.636931695742533e-05,1650015182795
0.0,1.0,0.0,0.0,4.870500197284855e-05,1650015182807
0.0,1.0,0.0,0.0,3.5969071177532896e-05,1650015182818
0.0,1.0,0.0,0.0,0.00011927558080060408,1650015182830
0.0,1.0,0.0,0.0,6.96581118972972e-05,1650015182842
0.0,1.0,0.0,0.0,0.0002447185688652098,1650015182853
0.0,1.0,0.0,0.0,7.401371112791821e-05,1650015182865
0.0,1.0,0.0,0.0,1.3854412827640772e-05,1650015182883
0.0,1.0,0.0,0.0,0.00011730446567526087,1650015182895
0.0,1.0,0.0,0.0,4.279468339518644e-05,1650015182906
0.0,1.0,0.0,0.0,6.516333814943209e-05,1650015182918
0.0,1.0,0.0,0.0,6.326910806819797e-05,1650015182930
0.0,1.0,0.0,0.0,9.629016858525574e-05,1650015182942
0.0,1.0,0.0,0.0,6.575657607754692e-05,1650015182953
0.0,1.0,0.0,0.0,9.699752263259143e-05,1650015182965
0.0,1.0,0.0,0.0,0.00013775027764495462,1650015182977
0.0,1.0,0.0,0.0,0.0001303951139561832,1650015182989
0.0,1.0,0.0,0.0,0.0002523642033338547,1650015183001
0.0,1.0,0.0,0.0,2.282762034155894e-05,1650015183012
0.0,1.0,0.0,0.0,0.00011542878928594291,1650015183024
0.0,1.0,0.0,0.0,1.3468163160723634e-05,1650015183036
0.0,1.0,0.0,0.0,5.7745804951991886e-05,1650015183054
0.0,1.0,0.0,0.0,8.756046736380085e-05,1650015183065
0.0,1.0,0.0,0.0,0.00022457035083789378,1650015183077
0.0,1.0,0.0,0.0,0.00011223791807424277,1650015183089
0.0,1.0,0.0,0.0,0.0002781085204333067,1650015183101
0.0,1.0,0.0,0.0,6.506258068839088e-05,1650015183113
0.0,1.0,0.0,0.0,0.00012363557470962405,1650015183124
0.0,1.0,0.0,0.0,1.2767610314767808e-05,1650015183136
0.0,1.0,0.0,0.0,0.0002188652870245278,1650015183148
0.0,1.0,0.0,0.0,1.3284708074934315e-05,1650015183160
0.0,1.0,0.0,0.0,2.6239038561470807e-05,1650015183171
0.0,1.0,0.0,0.0,4.448509935173206e-05,1650015183183
0.0,1.0,0.0,0.0,7.563779945485294e-06,1650015183195
0.0,1.0,0.0,0.0,3.119103712379001e-05,1650015183207
0.0,1.0,0.0,0.0,0.00011089791951235384,1650015183218
0.0,1.0,0.0,0.0,6.996560841798782e-05,1650015183236
0.0,1.0,0.0,0.0,9.179628250421956e-05,1650015183248
0.0,1.0,0.0,0.0,1.2740179954562336e-05,1650015183260
0.0,1.0,0.0,0.0,7.601414108648896e-05,1650015183271
0.0,1.0,0.0,0.0,9.223383676726371e-05,1650015183283
0.0,1.0,0.0,0.0,6.092808325774968e-05,1650015183295
0.0,1.0,0.0,0.0,3.361417111591436e-05,1650015183307
0.0,1.0,0.0,0.0,1.840456206991803e-05,1650015183318
0.0,1.0,0.0,0.0,7.496780744986609e-05,1650015183330
0.0,1.0,0.0,0.0,2.1935333279543556e-05,1650015183342
0.0,1.0,0.0,0.0,7.648302562301978e-05,1650015183354
0.0,1.0,0.0,0.0,5.179955769563094e-05,1650015183366
0.0,1.0,0.0,0.0,6.191324791871011e-05,1650015183377
0.0,1.0,0.0,0.0,8.289995457744226e-05,1650015183389
0.0,1.0,0.0,0.0,0.0001440589694539085,1650015183401
0.0,1.0,0.0,0.0,2.2288930267677642e-05,1650015183419
0.0,1.0,0.0,0.0,0.00012423140287864953,1650015183431
0.0,1.0,0.0,0.0,0.0001034910892485641,1650015183442
0.0,1.0,0.0,0.0,4.94376290589571e-05,1650015183454
0.0,1.0,0.0,0.0,4.97494256705977e-05,1650015183466
0.0,1.0,0.0,0.0,7.161816756706685e-05,1650015183478
0.0,1.0,0.0,0.0,9.363877325085923e-05,1650015183490
0.0,1.0,0.0,0.0,3.092999031650834e-05,1650015183501
0.0,1.0,0.0,0.0,7.39806710043922e-05,1650015183513
0.0,1.0,0.0,0.0,0.00019396230345591903,1650015183525
0.0,1.0,0.0,0.0,0.00017461716197431087,1650015183536
0.0,1.0,0.0,0.0,3.2080148230306804e-05,1650015183548
0.0,1.0,0.0,0.0,0.00020312894775997847,1650015183560
0.0,1.0,0.0,0.0,8.411832095589489e-05,1650015183572
0.0,1.0,0.0,0.0,0.00012838248221669346,1650015183583
0.0,1.0,0.0,0.0,9.657451300881803e-06,1650015183601
0.0,1.0,0.0,0.0,2.1786858269479126e-05,1650015183613
0.0,1.0,0.0,0.0,0.00017452085739932954,1650015183625
0.0,1.0,0.0,0.0,7.843605999369174e-05,1650015183636
0.0,1.0,0.0,0.0,5.973284351057373e-05,1650015183648
0.0,1.0,0.0,0.0,0.0003283908299636096,1650015183660
0.0,1.0,0.0,0.0,2.6485775379114784e-05,1650015183672
0.0,1.0,0.0,0.0,2.1267096599331126e-06,1650015183684
0.0,1.0,0.0,0.0,0.00012189719564048573,1650015183695
0.0,1.0,0.0,0.0,0.00017830380238592625,1650015183707
0.0,1.0,0.0,0.0,3.5009275052289013e-06,1650015183719
0.0,1.0,0.0,0.0,0.00013682224380318075,1650015183731
0.0,1.0,0.0,0.0,1.9354849428054877e-05,1650015183743
0.0,1.0,0.0,0.0,0.0001494933821959421,1650015183754
0.0,1.0,0.0,0.0,3.525464126141742e-05,1650015183766
0.0,1.0,0.0,0.0,0.00023354806762654334,1650015183778
0.0,1.0,0.0,0.0,0.00022145279217511415,1650015183790
0.0,1.0,0.0,0.0,0.0002593826793599874,1650015183802
0.0,1.0,0.0,0.0,8.957659883890301e-05,1650015183813
0.0,1.0,0.0,0.0,2.683720776985865e-05,1650015183831
0.0,1.0,0.0,0.0,0.00015563452325295657,1650015183843
0.0,1.0,0.0,0.0,0.00015276169870048761,1650015183855
0.0,1.0,0.0,0.0,2.0867697458015755e-05,1650015183866
0.0,1.0,0.0,0.0,0.00010529374412726611,1650015183878
0.0,1.0,0.0,0.0,3.20296676363796e-05,1650015183890
0.0,1.0,0.0,0.0,2.6962947231368162e-05,1650015183902
0.0,1.0,0.0,0.0,0.0001058149355230853,1650015183913
0.0,1.0,0.0,0.0,0.00027439254336059093,1650015183925
0.0,1.0,0.0,0.0,0.0001123807523981668,1650015183937
0.0,1.0,0.0,0.0,0.00012806302402168512,1650015183949
0.0,1.0,0.0,0.0,1.25884189401404e-05,1650015183961
0.0,1.0,0.0,0.0,0.00012868292105849832,1650015183973
0.0,1.0,0.0,0.0,0.00010840767936315387,1650015183990
0.0,1.0,0.0,0.0,5.3387968364404514e-05,1650015184002
0.0,1.0,0.0,0.0,0.00022660047397948802,1650015184013
0.0,1.0,0.0,0.0,1.1320259545755107e-05,1650015184025
0.0,1.0,0.0,0.0,0.00019265567243564874,1650015184037
0.0,1.0,0.0,0.0,0.0002339679340366274,1650015184049
0.0,1.0,0.0,0.0,5.8197194448439404e-05,1650015184060
0.0,1.0,0.0,0.0,5.800673534395173e-06,1650015184072
0.0,1.0,0.0,0.0,4.148845619056374e-05,1650015184084
0.0,1.0,0.0,0.0,6.819725240347907e-05,1650015184096
0.0,1.0,0.0,0.0,8.190212247427553e-05,1650015184108
0.0,1.0,0.0,0.0,0.00013735653192270547,1650015184120
0.0,1.0,0.0,0.0,6.677467899862677e-05,1650015184131
0.0,1.0,0.0,0.0,8.409762085648254e-05,1650015184143
0.0,1.0,0.0,0.0,0.00012163434439571574,1650015184155
0.0,1.0,0.0,0.0,2.8649879823205993e-05,1650015184167
0.0,1.0,0.0,0.0,0.00019750221690628678,1650015184179
0.0,1.0,0.0,0.0,2.5846436983556487e-05,1650015184196
0.0,1.0,0.0,0.0,0.0001603520504431799,1650015184208
0.0,1.0,0.0,0.0,0.00014031493628863245,1650015184220
0.0,1.0,0.0,0.0,5.385295480664354e-06,1650015184231
0.0,1.0,0.0,0.0,4.130987872486003e-05,1650015184243
0.0,1.0,0.0,0.0,4.581992470775731e-05,1650015184255
0.0,1.0,0.0,0.0,5.3482184739550576e-05,1650015184266
0.0,1.0,0.0,0.0,0.0001277333649341017,1650015184278
0.0,1.0,0.0,0.0,4.172834815108217e-05,1650015184290
0.0,1.0,0.0,0.0,6.497032154584303e-05,1650015184302
0.0,1.0,0.0,0.0,7.315582479350269e-05,1650015184314
0.0,1.0,0.0,0.0,0.0001043316297000274,1650015184325
0.0,1.0,0.0,0.0,3.262974860263057e-05,1650015184349
0.0,1.0,0.0,0.0,6.901949382154271e-05,1650015184361
0.0,1.0,0.0,0.0,1.4870197446725797e-05,1650015184372
0.0,1.0,0.0,0.0,0.000157867994857952,1650015184384
0.0,1.0,0.0,0.0,2.3309792595682666e-05,1650015184396
0.0,1.0,0.0,0.0,4.0967523091239855e-05,1650015184408
0.0,1.0,0.0,0.0,3.270813249400817e-05,1650015184420
0.0,1.0,0.0,0.0,4.865723894909024e-06,1650015184431
0.0,1.0,0.0,0.0,1.0065453352581244e-05,1650015184443
0.0,1.0,0.0,0.0,0.0001252883957931772,1650015184455
0.0,1.0,0.0,0.0,0.00010894067963818088,1650015184467
0.0,1.0,0.0,0.0,5.5612956202821806e-05,1650015184479
0.0,1.0,0.0,0.0,0.00011940816330024973,1650015184490
0.0,1.0,0.0,0.0,0.00010900372581090778,1650015184502
0.0,1.0,0.0,0.0,0.00014917098451405764,1650015184520
0.0,1.0,0.0,0.0,0.00015472150698769838,1650015184532
0.0,1.0,0.0,0.0,4.284793612896465e-05,1650015184543
0.0,1.0,0.0,0.0,9.989248792408034e-05,1650015184555
0.0,1.0,0.0,0.0,0.00018533351249061525,1650015184567
0.0,1.0,0.0,0.0,6.728565494995564e-05,1650015184579
0.0,1.0,0.0,0.0,0.00011047561565646902,1650015184590
0.0,1.0,0.0,0.0,0.00011077054659835994,1650015184602
0.0,1.0,0.0,0.0,0.00015616524615325034,1650015184614
0.0,1.0,0.0,0.0,0.00010619830572977662,1650015184626
0.0,1.0,0.0,0.0,0.00018125773931387812,1650015184638
0.0,1.0,0.0,0.0,2.798726927721873e-05,1650015184649
0.0,1.0,0.0,0.0,5.306260572979227e-05,1650015184661
0.0,1.0,0.0,0.0,9.806989692151546e-05,1650015184673
0.0,1.0,0.0,0.0,0.00015749757585581392,1650015184684
0.0,1.0,0.0,0.0,0.00023942643019836396,1650015184702
0.0,1.0,0.0,0.0,5.424860864877701e-05,1650015184714
0.0,1.0,0.0,0.0,0.0001942378148669377,1650015184726
0.0,1.0,0.0,0.0,2.3551119738840498e-05,1650015184738
0.0,1.0,0.0,0.0,0.00021839556575287133,1650015184749
0.0,1.0,0.0,0.0,3.432210723985918e-05,1650015184761
0.0,1.0,0.0,0.0,4.623702625394799e-05,1650015184773
0.0,1.0,0.0,0.0,0.00015760635142214596,1650015184785
0.0,1.0,0.0,0.0,3.329818582642474e-06,1650015184797
0.0,1.0,0.0,0.0,0.0002246460207970813,1650015184808
0.0,1.0,0.0,0.0,6.860947178211063e-05,1650015184820
0.0,1.0,0.0,0.0,3.730317985173315e-05,1650015184832
0.0,1.0,0.0,0.0,3.7138790503377095e-05,1650015184844
0.0,1.0,0.0,0.0,9.625324310036376e-05,1650015184862
0.0,1.0,0.0,0.0,4.2182975448668e-05,1650015184873
0.0,1.0,0.0,0.0,7.515903416788206e-05,1650015184885
0.0,1.0,0.0,0.0,1.4366576579050161e-05,1650015184897
0.0,1.0,0.0,0.0,0.000132983157527633,1650015184909
0.0,1.0,0.0,0.0,2.17820233956445e-05,1650015184921
0.0,1.0,0.0,0.0,4.773924592882395e-05,1650015184932
0.0,1.0,0.0,0.0,7.015875598881394e-05,1650015184944
0.0,1.0,0.0,0.0,4.2715520976344123e-05,1650015184956
0.0,1.0,0.0,0.0,9.362173841509502e-06,1650015184968
0.0,1.0,0.0,0.0,7.888821710366756e-05,1650015184979
0.0,1.0,0.0,0.0,4.016196726297494e-06,1650015184991
0.0,1.0,0.0,0.0,4.323997927713208e-05,1650015185003
0.0,1.0,0.0,0.0,0.00014097806706558913,1650015185015
0.0,1.0,0.0,0.0,7.319941505556926e-05,1650015185026
0.0,1.0,0.0,0.0,5.7660756283439696e-05,1650015185038
0.0,1.0,0.0,0.0,2.561449491622625e-06,1650015185050
0.0,1.0,0.0,0.0,8.779584459261969e-05,1650015185061
0.0,1.0,0.0,0.0,8.974274533102289e-05,1650015185073
0.0,1.0,0.0,0.0,6.864978786325082e-05,1650015185091
0.0,1.0,0.0,0.0,0.00016302427684422582,1650015185103
0.0,1.0,0.0,0.0,0.0001431187120033428,1650015185114
0.0,1.0,0.0,0.0,7.75692897150293e-05,1650015185126
0.0,1.0,0.0,0.0,0.00013178095105104148,1650015185138
0.0,1.0,0.0,0.0,0.0001878141047200188,1650015185150
0.0,1.0,0.0,0.0,0.0002767002733889967,1650015185162
0.0,1.0,0.0,0.0,0.00027377301012165844,1650015185174
0.0,1.0,0.0,0.0,8.333874575328082e-05,1650015185185
0.0,1.0,0.0,0.0,3.5906439734390005e-05,1650015185197
0.0,1.0,0.0,0.0,7.602248660987243e-05,1650015185209
0.0,1.0,0.0,0.0,3.2480973459314555e-05,1650015185221
0.0,1.0,0.0,0.0,9.11919996724464e-05,1650015185233
0.0,1.0,0.0,0.0,0.00012148013047408313,1650015185244
0.0,1.0,0.0,0.0,2.89955369225936e-05,1650015185256
0.0,1.0,0.0,0.0,7.197480590548366e-05,1650015185268
0.0,1.0,0.0,0.0,6.823034345870838e-05,1650015185280
0.0,1.0,0.0,0.0,1.2038862223562319e-05,1650015185291
0.0,1.0,0.0,0.0,0.0002440350071992725,1650015185303
0.0,1.0,0.0,0.0,3.9674177969573066e-05,1650015185315
0.0,1.0,0.0,0.0,2.466513478793786e-06,1650015185327
0.0,1.0,0.0,0.0,0.00024477558326907456,1650015185339
0.0,1.0,0.0,0.0,1.3085813407087699e-05,1650015185350
0.0,1.0,0.0,0.0,0.00012187115498818457,1650015185362
0.0,1.0,0.0,0.0,0.00010464159277034923,1650015185379
0.0,1.0,0.0,0.0,6.934761040611193e-05,1650015185391
0.0,1.0,0.0,0.0,0.0001139142332249321,1650015185403
0.0,1.0,0.0,0.0,0.00011278110468992963,1650015185415
0.0,1.0,0.0,0.0,2.644902815518435e-05,1650015185426
0.0,1.0,0.0,0.0,1.5640885976608843e-05,1650015185439
0.0,1.0,0.0,0.0,7.833001291146502e-05,1650015185450
0.0,1.0,0.0,0.0,7.502436346840113e-05,1650015185462
0.0,1.0,0.0,0.0,6.54818577459082e-05,1650015185474
0.0,1.0,0.0,0.0,0.00020188144117128104,1650015185486
0.0,1.0,0.0,0.0,7.216143421828747e-05,1650015185497
0.0,1.0,0.0,0.0,6.336861133604543e-06,1650015185509
0.0,1.0,0.0,0.0,0.00010424654465168715,1650015185521
0.0,1.0,0.0,0.0,0.0001719688152661547,1650015185533
0.0,1.0,0.0,0.0,1.4635860679845791e-05,1650015185544
0.0,1.0,0.0,0.0,1.6354291801690124e-05,1650015185556
0.0,1.0,0.0,0.0,2.329678500245791e-05,1650015185568
0.0,1.0,0.0,0.0,0.00020592990040313452,1650015185580
0.0,1.0,0.0,0.0,1.0865896911127493e-05,1650015185597
0.0,1.0,0.0,0.0,3.5190223570680246e-05,1650015185609
0.0,1.0,0.0,0.0,6.362255226122215e-05,1650015185621
0.0,1.0,0.0,0.0,4.510374492383562e-05,1650015185633
0.0,1.0,0.0,0.0,3.6202593037160113e-05,1650015185645
0.0,1.0,0.0,0.0,9.198828593071084e-06,1650015185656
0.0,1.0,0.0,0.0,7.518888742197305e-05,1650015185668
0.0,1.0,0.0,0.0,9.249801223631948e-06,1650015185680
0.0,1.0,0.0,0.0,0.0001918109046528116,1650015185691
0.0,1.0,0.0,0.0,2.710064836719539e-05,1650015185703
0.0,1.0,0.0,0.0,3.659769572550431e-05,1650015185715
0.0,1.0,0.0,0.0,9.314042108599097e-05,1650015185727
0.0,1.0,0.0,0.0,0.00023699771554674953,1650015185738
0.0,1.0,0.0,0.0,2.3240016162162647e-05,1650015185750
0.0,1.0,0.0,0.0,0.00010449122783029452,1650015185762
0.0,1.0,0.0,0.0,0.00017705924983602017,1650015185774
0.0,1.0,0.0,0.0,1.3684039913641755e-05,1650015185786
0.0,1.0,0.0,0.0,9.312487236456946e-05,1650015185797
0.0,1.0,0.0,0.0,7.756295963190496e-05,1650015185810
0.0,1.0,0.0,0.0,0.00010417245357530192,1650015185821
0.0,1.0,0.0,0.0,8.182080819096882e-06,1650015185839
0.0,1.0,0.0,0.0,0.00011782759975176305,1650015185851
0.0,1.0,0.0,0.0,0.00023342500207945704,1650015185862
0.0,1.0,0.0,0.0,7.425827789120376e-05,1650015185874
0.0,1.0,0.0,0.0,0.0002468160237185657,1650015185886
0.0,1.0,0.0,0.0,6.286117422860116e-05,1650015185898
0.0,1.0,0.0,0.0,9.557425801176578e-05,1650015185910
0.0,1.0,0.0,0.0,2.452243643347174e-05,1650015185921
0.0,1.0,0.0,0.0,8.488277671858668e-06,1650015185933
0.0,1.0,0.0,0.0,5.869070810149424e-05,1650015185945
0.0,1.0,0.0,0.0,4.084610736754257e-06,1650015185957
0.0,1.0,0.0,0.0,0.0001379325840389356,1650015185968
0.0,1.0,0.0,0.0,0.0001860352058429271,1650015185980
0.0,1.0,0.0,0.0,0.00013465338270179927,1650015185992
0.0,1.0,0.0,0.0,8.780619828030467e-05,1650015186004
0.0,1.0,0.0,0.0,0.00013801362365484238,1650015186016
0.0,1.0,0.0,0.0,5.643298936774954e-05,1650015186027
0.0,1.0,0.0,0.0,2.2262378479354084e-05,1650015186039
0.0,1.0,0.0,0.0,4.24641439167317e-05,1650015186051
0.0,1.0,0.0,0.0,0.00011863037070725113,1650015186063
0.0,1.0,0.0,0.0,8.189948130166158e-05,1650015186074
0.0,1.0,0.0,0.0,6.71358939143829e-05,1650015186086
0.0,1.0,0.0,0.0,8.064811845542863e-05,1650015186098
0.0,1.0,0.0,0.0,0.00013668717292603105,1650015186115
0.0,1.0,0.0,0.0,3.6540084693115205e-05,1650015186127
0.0,1.0,0.0,0.0,0.00017227658827323467,1650015186139
0.0,1.0,0.0,0.0,8.652148972032592e-05,1650015186151
0.0,1.0,0.0,0.0,1.530902045487892e-05,1650015186163
0.0,1.0,0.0,0.0,6.308767478913069e-05,1650015186174
0.0,1.0,0.0,0.0,6.707291322527453e-05,1650015186187
0.0,1.0,0.0,0.0,6.607898831134662e-05,1650015186198
0.0,1.0,0.0,0.0,6.788964674342424e-05,1650015186210
0.0,1.0,0.0,0.0,0.00012805414735339582,1650015186222
0.0,1.0,0.0,0.0,5.996855179546401e-05,1650015186233
0.0,1.0,0.0,0.0,9.35556545300642e-06,1650015186245
0.0,1.0,0.0,0.0,2.696290948733804e-06,1650015186257
0.0,1.0,0.0,0.0,3.5216682590544224e-05,1650015186269
0.0,1.0,0.0,0.0,1.3761917216470465e-05,1650015186281
0.0,1.0,0.0,0.0,0.0001240980054717511,1650015186292
0.0,1.0,0.0,0.0,2.8887663575005718e-05,1650015186310
0.0,1.0,0.0,0.0,0.00013204336573835462,1650015186322
0.0,1.0,0.0,0.0,0.00023965156287886202,1650015186334
0.0,1.0,0.0,0.0,8.948443428380415e-05,1650015186346
0.0,1.0,0.0,0.0,0.000170466722920537,1650015186357
0.0,1.0,0.0,0.0,0.00014166071196086705,1650015186369
0.0,1.0,0.0,0.0,7.239908154588193e-05,1650015186381
0.0,1.0,0.0,0.0,0.0001540497032692656,1650015186393
0.0,1.0,0.0,0.0,0.00010259411646984518,1650015186404
0.0,1.0,0.0,0.0,7.681889837840572e-05,1650015186416
0.0,1.0,0.0,0.0,2.9048022042843513e-05,1650015186428
0.0,1.0,0.0,0.0,1.0622736226650886e-05,1650015186439
0.0,1.0,0.0,0.0,2.8179649234516546e-05,1650015186451
0.0,1.0,0.0,0.0,0.0002864032576326281,1650015186463
