driver name,session type,car,ballast,caster,tyre radius,min height,max torque,max power,max rpm,max sus travel,max turbo,tyre compound,ffb,track,track config,track length,air temp,air density,track temp,surface grip,assists
,0,mclaren_mp412c_gt3,0,-9.919452667236328,0.0,0.054999999701976776,0.0,0.0,0,0.0,0.0,,100,ks_zandvoort,,4189.69091796875,0.0,0.0,0.0,0.0,"(0.0, 0, 0.0, 0.0, 0, 0.0, 0, 0)"
